tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
915.00;-19357825_0;159.12;10.95;416.00;-0.57;-19355160#0_0;5.10;12.20;tripinfo_488 routing_488;499.00;488;1;4783.09;1.09;0.00;103.95;DEFAULT_VEHTYPE;;0;0.00
917.00;19353390#0_1;147.63;10.08;651.00;-0.39;-19355160#3_0;5.10;10.73;tripinfo_553 routing_553;266.00;553;1;2326.17;0.96;0.00;46.88;DEFAULT_VEHTYPE;;1;23.00
922.00;-19359987_0;174.26;8.98;397.00;-0.95;19358499#0_1;5.10;9.97;tripinfo_95 routing_95;525.00;95;1;3690.48;0.89;0.00;153.54;DEFAULT_VEHTYPE;;3;106.00
924.00;-19356025#1_0;443.61;10.08;368.00;-0.78;19358499#0_1;5.10;10.81;tripinfo_83 routing_83;556.00;83;1;4604.65;0.97;0.00;128.35;DEFAULT_VEHTYPE;;3;67.00
936.00;19357539#0_0;115.03;12.68;688.00;-0.48;19353318_0;5.10;12.75;tripinfo_91 routing_91;248.00;91;1;2665.91;1.14;0.00;35.64;DEFAULT_VEHTYPE;;0;0.00
936.00;19352449#0_0;51.57;10.75;700.00;-0.29;-19355636_0;5.10;10.81;tripinfo_309 routing_309;236.00;309;1;1252.83;0.97;0.00;117.34;DEFAULT_VEHTYPE;;2;94.00
936.00;-19361224#0_0;61.63;11.50;845.00;-0.46;511366397_0;5.10;6.02;tripinfo_376 routing_376;91.00;376;1;809.01;1.08;0.00;13.95;DEFAULT_VEHTYPE;;0;0.00
939.00;-19358927#1_0;35.88;10.65;476.00;-0.56;-661061477#0_1;5.10;11.57;tripinfo_430 routing_430;463.00;430;1;4770.68;1.03;0.00;47.57;DEFAULT_VEHTYPE;;0;0.00
942.00;278433716#2_1;3.12;10.55;764.00;-0.85;19357262#0_1;5.10;11.23;tripinfo_664 routing_664;178.00;664;1;1665.73;1.00;0.00;27.12;DEFAULT_VEHTYPE;;2;3.00
946.00;19352256#0_0;31.56;11.06;675.00;-0.61;19353318_0;5.10;12.62;tripinfo_332 routing_332;271.00;332;1;1612.21;1.13;0.00;139.15;DEFAULT_VEHTYPE;;3;97.00
953.00;19359517#1_1;95.38;9.91;829.00;-0.23;-19354572#1_0;5.10;9.98;tripinfo_698 routing_698;124.00;698;1;1069.67;0.89;0.00;13.95;DEFAULT_VEHTYPE;;0;0.00
957.00;-19353816#2_0;133.40;12.96;560.00;-0.10;19358499#1_1;5.10;13.16;tripinfo_241 routing_241;397.00;241;1;3069.06;1.18;0.00;161.90;DEFAULT_VEHTYPE;;4;82.00
957.00;19361189#1_0;69.04;11.44;624.00;-0.75;576756561#0_0;5.10;11.54;tripinfo_492 routing_492;333.00;492;1;3302.03;1.03;0.00;42.40;DEFAULT_VEHTYPE;;0;0.00
959.00;-19361135#4_0;37.90;10.15;490.00;-0.44;19358499#0_1;5.10;10.37;tripinfo_271 routing_271;469.00;271;1;3072.04;0.93;0.00;170.18;DEFAULT_VEHTYPE;;4;116.00
959.00;329995330#4_1;24.83;8.33;635.00;-0.17;-19355636_0;5.10;9.19;tripinfo_394 routing_394;324.00;394;1;2156.58;0.82;0.00;84.68;DEFAULT_VEHTYPE;;1;50.00
969.00;19356025#1_0;443.59;11.18;587.00;-0.90;-19353318_0;5.10;12.33;tripinfo_61 routing_61;382.00;61;1;2903.77;1.10;0.00;145.31;DEFAULT_VEHTYPE;;3;77.00
970.00;19351857#2_1;61.33;11.71;546.00;-0.44;19356025#1_0;5.10;12.26;tripinfo_402 routing_402;424.00;402;1;4671.42;1.10;0.00;37.77;DEFAULT_VEHTYPE;;0;0.00
971.00;19361135#4_0;37.90;11.22;735.00;-0.11;-19358499#0_1;5.10;11.90;tripinfo_229 routing_229;236.00;229;1;2003.79;1.06;0.00;67.24;DEFAULT_VEHTYPE;;2;28.00
976.00;329995277#1_1;79.99;12.27;736.00;-0.94;-19352868_0;5.10;12.56;tripinfo_659 routing_659;240.00;659;1;2464.67;1.12;0.00;38.66;DEFAULT_VEHTYPE;;0;0.00
977.00;-19354933_0;349.65;9.58;815.00;-0.52;-576756561#0_0;5.10;10.02;tripinfo_517 routing_517;162.00;517;1;1413.37;0.90;0.00;16.99;DEFAULT_VEHTYPE;;0;0.00
986.00;19359071#0_0;148.39;9.07;731.00;-0.24;-19352037_0;5.10;10.36;tripinfo_599 routing_599;255.00;599;1;1956.26;0.93;0.00;63.87;DEFAULT_VEHTYPE;;1;43.00
994.00;19351910#1_0;129.66;10.84;755.00;-0.92;19355160#0_0;5.10;12.05;tripinfo_545 routing_545;239.00;545;1;2331.54;1.08;0.00;42.72;DEFAULT_VEHTYPE;;0;0.00
1000.00;-329995277#2_1;69.27;11.04;860.00;-0.68;19360353#0_0;5.10;11.51;tripinfo_676 routing_676;140.00;676;1;1380.89;1.03;0.00;16.85;DEFAULT_VEHTYPE;;0;0.00
1003.00;-19357262#1_0;80.14;11.48;643.00;-0.20;19357539#0_0;5.10;11.54;tripinfo_475 routing_475;360.00;475;1;3290.91;1.03;0.00;72.65;DEFAULT_VEHTYPE;;1;35.00
1022.00;-596607447#1_0;65.29;13.47;662.00;-0.61;576756561#0_0;5.10;13.71;tripinfo_467 routing_467;360.00;467;1;4383.87;1.23;0.00;35.37;DEFAULT_VEHTYPE;;0;0.00
1025.00;19352037_0;416.55;9.70;674.00;-0.42;19352058_0;5.10;10.47;tripinfo_15 routing_15;351.00;15;1;2483.03;0.94;0.00;111.00;DEFAULT_VEHTYPE;;3;76.00
1029.00;-19361189#1_0;69.04;9.23;697.00;-0.79;19358499#0_1;5.10;9.91;tripinfo_117 routing_117;332.00;117;1;2772.83;0.89;0.00;48.49;DEFAULT_VEHTYPE;;3;3.00
1029.00;-19354572#1_0;155.19;10.30;759.00;-0.36;-19353318_0;5.10;11.10;tripinfo_150 routing_150;270.00;150;1;2149.08;0.99;0.00;70.44;DEFAULT_VEHTYPE;;2;26.00
1029.00;-19358136#0_0;65.94;11.80;809.00;-0.33;-19353318_0;5.10;12.15;tripinfo_113 routing_113;220.00;113;1;2059.54;1.09;0.00;45.19;DEFAULT_VEHTYPE;;1;4.00
1031.00;278433716#4_1;2.24;11.63;834.00;-0.97;-19351857#4_1;5.10;12.77;tripinfo_638 routing_638;197.00;638;1;1960.44;1.14;0.00;41.73;DEFAULT_VEHTYPE;;4;4.00
1032.00;-19353381_0;100.01;9.29;887.00;-0.94;19352058_0;5.10;10.37;tripinfo_337 routing_337;145.00;337;1;1296.93;0.93;0.00;17.27;DEFAULT_VEHTYPE;;0;0.00
1036.00;329995330#9_1;44.81;9.49;837.00;-0.30;-511366397_0;5.10;5.31;tripinfo_312 routing_312;199.00;312;1;1555.79;0.96;0.00;35.80;DEFAULT_VEHTYPE;;1;7.00
1039.00;-329995330#7_1;13.79;12.06;744.00;-0.62;19352058_0;5.10;12.77;tripinfo_334 routing_334;295.00;334;1;2256.46;1.14;0.00;113.60;DEFAULT_VEHTYPE;;5;45.00
1043.00;19357114#3_0;125.59;11.06;846.00;-0.12;19355636_0;5.10;11.90;tripinfo_220 routing_220;197.00;220;1;1796.58;1.06;0.00;43.50;DEFAULT_VEHTYPE;;1;12.00
1049.00;19353551#4_1;58.69;11.38;846.00;-0.61;19360850#0_0;5.10;12.30;tripinfo_630 routing_630;203.00;630;1;1997.93;1.10;0.00;34.81;DEFAULT_VEHTYPE;;1;1.00
1060.00;-19358435_0;144.89;10.15;904.00;-0.86;19355160#3_0;5.10;11.17;tripinfo_532 routing_532;156.00;532;1;1517.97;1.00;0.00;17.21;DEFAULT_VEHTYPE;;0;0.00
1065.00;-19353333#1_1;55.77;11.30;861.00;-0.23;-19353318_0;5.10;12.10;tripinfo_308 routing_308;204.00;308;1;1811.72;1.08;0.00;49.06;DEFAULT_VEHTYPE;;2;14.00
1075.00;-19355160#0_0;438.84;11.62;617.00;-0.57;19358499#1_1;5.10;12.89;tripinfo_77 routing_77;458.00;77;1;4414.37;1.15;0.00;113.41;DEFAULT_VEHTYPE;;1;44.00
1076.00;-19354956#1_1;26.13;11.22;741.00;-0.96;19352058_0;5.10;12.06;tripinfo_173 routing_173;335.00;173;1;2635.50;1.08;0.00;111.37;DEFAULT_VEHTYPE;;6;48.00
1077.00;-329995274#1_0;156.77;10.08;882.00;-0.10;-576756561#0_0;5.10;10.86;tripinfo_596 routing_596;195.00;596;1;1516.72;0.97;0.00;52.99;DEFAULT_VEHTYPE;;1;36.00
1078.00;-19353747#0_0;37.49;11.96;870.00;-0.97;19358499#1_1;5.10;12.06;tripinfo_382 routing_382;208.00;382;1;1929.72;1.08;0.00;45.04;DEFAULT_VEHTYPE;;1;12.00
1086.00;19354575#2_0;81.19;10.39;787.00;-0.08;-19358499#1_1;5.10;10.51;tripinfo_107 routing_107;299.00;107;1;2583.73;0.94;0.00;48.48;DEFAULT_VEHTYPE;;3;3.00
1103.00;19353816#2_0;133.40;11.01;709.00;-0.44;19358499#1_1;5.10;11.63;tripinfo_209 routing_209;394.00;209;1;3257.28;1.04;0.00;110.72;DEFAULT_VEHTYPE;;2;64.00
1107.00;-19356382#36_1;20.97;9.04;909.00;-0.84;-19354956#2_1;5.10;9.40;tripinfo_611 routing_611;198.00;611;1;1617.21;0.84;0.00;22.51;DEFAULT_VEHTYPE;;0;0.00
1112.00;19357539#0_0;115.03;11.66;669.00;-0.55;19358499#0_1;5.10;12.45;tripinfo_84 routing_84;443.00;84;1;3825.19;1.11;0.00;133.97;DEFAULT_VEHTYPE;;2;65.00
1114.00;19361224#0_0;61.63;11.12;1032.00;-0.88;511366397_0;5.10;5.93;tripinfo_379 routing_379;82.00;379;1;735.68;1.07;0.00;10.91;DEFAULT_VEHTYPE;;0;0.00
1126.00;19354903#1_0;76.95;10.63;698.00;-0.32;19356025#1_0;5.10;11.20;tripinfo_456 routing_456;428.00;456;1;4310.07;1.00;0.00;39.00;DEFAULT_VEHTYPE;;0;0.00
1126.00;19352037_0;416.55;10.29;724.00;-0.95;511366397_0;5.10;5.35;tripinfo_17 routing_17;402.00;17;1;3071.59;0.96;0.00;105.95;DEFAULT_VEHTYPE;;3;68.00
1131.00;-19357057#5_0;92.53;10.07;884.00;-0.88;-19358499#0_1;5.10;10.08;tripinfo_292 routing_292;247.00;292;1;1701.88;0.90;0.00;78.60;DEFAULT_VEHTYPE;;2;52.00
1132.00;19358441_0;56.39;10.97;859.00;-0.97;19353318_0;5.10;11.47;tripinfo_374 routing_374;273.00;374;1;1984.63;1.03;0.00;94.81;DEFAULT_VEHTYPE;;2;44.00
1132.00;-19352374#1_0;125.54;11.16;954.00;-0.16;19358499#1_1;5.10;11.22;tripinfo_328 routing_328;178.00;328;1;1539.16;1.00;0.00;38.65;DEFAULT_VEHTYPE;;1;17.00
1143.00;19354328_0;144.90;11.05;946.00;-0.31;19359987_0;5.10;11.57;tripinfo_533 routing_533;197.00;533;1;1612.85;1.04;0.00;55.52;DEFAULT_VEHTYPE;;1;31.00
1146.00;19360353#1_0;39.31;12.35;761.00;-0.23;-19356025#1_0;5.10;12.60;tripinfo_414 routing_414;385.00;414;1;4018.50;1.13;0.00;63.80;DEFAULT_VEHTYPE;;0;0.00
1146.00;19355160#0_0;438.81;9.44;765.00;0.72;-19352058_0;5.10;4.90;tripinfo_14 routing_14;381.00;14;1;2692.06;0.91;0.00;115.48;DEFAULT_VEHTYPE;;3;76.00
1150.00;19353551#10_1;41.99;11.71;949.00;-0.16;-19351856#1_0;5.10;12.39;tripinfo_677 routing_677;201.00;677;1;1408.39;1.11;0.00;84.16;DEFAULT_VEHTYPE;;3;50.00
1153.00;-19352879#1_1;82.74;9.97;744.00;-0.46;-19355160#3_0;5.10;10.17;tripinfo_493 routing_493;409.00;493;1;3773.85;0.91;0.00;34.99;DEFAULT_VEHTYPE;;0;0.00
1161.00;19352901#0_0;179.64;11.54;953.00;-0.25;19357539#0_0;5.10;11.93;tripinfo_581 routing_581;208.00;581;1;1931.85;1.07;0.00;43.20;DEFAULT_VEHTYPE;;1;3.00
1164.00;19358435_0;138.57;9.83;955.00;-0.82;-19359987_0;5.10;10.86;tripinfo_588 routing_588;209.00;588;1;1875.74;0.97;0.00;32.29;DEFAULT_VEHTYPE;;1;8.00
1167.00;19354956#9_1;72.03;9.73;873.00;-0.90;19358499#1_1;5.10;10.86;tripinfo_170 routing_170;294.00;170;1;2650.21;0.97;0.00;46.44;DEFAULT_VEHTYPE;;1;7.00
1180.00;-19355160#3_0;95.80;8.58;754.00;-0.69;19352058_0;5.10;9.82;tripinfo_3 routing_3;426.00;3;1;3210.13;0.88;0.00;92.76;DEFAULT_VEHTYPE;;2;48.00
1185.00;19353551#8_1;21.95;8.96;1050.00;-0.82;-19353092#5_0;5.10;9.34;tripinfo_604 routing_604;135.00;604;1;934.43;0.84;0.00;31.05;DEFAULT_VEHTYPE;;1;10.00
1190.00;-19359987_0;174.26;10.50;869.00;-0.60;-19353318_0;5.10;10.53;tripinfo_16 routing_16;321.00;16;1;2351.96;0.94;0.00;95.15;DEFAULT_VEHTYPE;;3;62.00
1194.00;19352131#9_1;48.41;9.94;838.00;-0.12;-19358499#1_1;5.10;10.28;tripinfo_276 routing_276;356.00;276;1;2475.74;0.92;0.00;114.90;DEFAULT_VEHTYPE;;3;78.00
1194.00;19353551#10_1;41.99;12.00;1088.00;-0.84;19353092#6_0;5.10;12.88;tripinfo_601 routing_601;106.00;601;1;1026.22;1.15;0.00;23.56;DEFAULT_VEHTYPE;;1;1.00
1204.00;19354792#0_1;69.36;9.87;965.00;-0.35;-19358927#2_0;5.10;11.01;tripinfo_624 routing_624;239.00;624;1;2018.72;0.98;0.00;54.50;DEFAULT_VEHTYPE;;5;11.00
1213.00;19352770_0;143.12;10.56;726.00;-0.20;661061477#0_1;5.10;11.23;tripinfo_429 routing_429;487.00;429;1;4733.15;1.00;0.00;61.17;DEFAULT_VEHTYPE;;0;0.00
1219.00;-19354297_0;239.08;11.64;726.00;-0.65;-19356025#1_0;5.10;11.98;tripinfo_416 routing_416;493.00;416;1;4851.85;1.07;0.00;83.72;DEFAULT_VEHTYPE;;1;26.00
1230.00;-19354198_0;66.15;11.82;1055.00;-0.06;19352058_0;5.10;11.90;tripinfo_357 routing_357;175.00;357;1;1537.75;1.06;0.00;41.20;DEFAULT_VEHTYPE;;2;3.00
1236.00;-19360089#0_0;351.06;10.54;767.00;-0.89;-19355636_0;5.10;11.51;tripinfo_128 routing_128;469.00;128;1;3695.97;1.03;0.00;141.74;DEFAULT_VEHTYPE;;7;61.00
1244.00;19356025#1_0;443.59;10.73;782.00;-0.98;511366397_0;5.10;5.47;tripinfo_60 routing_60;462.00;60;1;3455.13;0.98;0.00;136.91;DEFAULT_VEHTYPE;;3;87.00
1245.00;19356432_0;56.91;11.26;1079.00;-0.46;19355160#3_0;5.10;12.21;tripinfo_527 routing_527;166.00;527;1;1732.54;1.09;0.00;21.26;DEFAULT_VEHTYPE;;0;0.00
1248.00;-440717074#4_1;104.00;10.55;1038.00;-0.14;19355160#3_0;5.10;11.13;tripinfo_510 routing_510;210.00;510;1;2087.25;1.00;0.00;19.72;DEFAULT_VEHTYPE;;0;0.00
1251.00;19354792#0_1;69.36;10.88;1081.00;-0.82;19354710#1_0;5.10;11.12;tripinfo_695 routing_695;170.00;695;1;1489.38;0.99;0.00;33.20;DEFAULT_VEHTYPE;;3;3.00
1251.00;19358407#1_0;24.87;11.86;1123.00;0.31;-19358499#0_1;5.10;9.73;tripinfo_373 routing_373;128.00;373;1;990.50;1.13;0.00;46.37;DEFAULT_VEHTYPE;;1;12.00
1252.00;-19359432_0;124.23;11.16;840.00;-0.96;-661061477#0_1;5.10;12.18;tripinfo_471 routing_471;412.00;471;1;4392.26;1.09;0.00;49.29;DEFAULT_VEHTYPE;;2;5.00
1255.00;-19351910#1_0;129.61;9.39;869.00;-0.73;-511366397_0;5.10;5.09;tripinfo_272 routing_272;386.00;272;1;2209.78;0.92;0.00;151.95;DEFAULT_VEHTYPE;;3;116.00
1257.00;596607447#3_0;84.59;9.73;873.00;-0.04;-19353318_0;5.10;9.97;tripinfo_134 routing_134;384.00;134;1;3301.68;0.89;0.00;44.74;DEFAULT_VEHTYPE;;0;0.00
1258.00;-329995277#1_1;79.99;13.52;1072.00;-0.28;-19352868_0;5.10;13.89;tripinfo_641 routing_641;186.00;641;1;2163.09;1.24;0.00;27.49;DEFAULT_VEHTYPE;;0;0.00
1267.00;-19354183#1_0;14.66;8.36;953.00;-0.74;19355636_0;5.10;11.42;tripinfo_372 routing_372;314.00;372;1;2420.23;1.02;0.00;96.77;DEFAULT_VEHTYPE;;2;45.00
1268.00;19354956#0_1;36.97;11.08;902.00;-0.01;19357539#0_0;5.10;11.94;tripinfo_487 routing_487;366.00;487;1;3868.77;1.07;0.00;39.62;DEFAULT_VEHTYPE;;0;0.00
1270.00;19360089#0_0;350.79;8.56;913.00;-0.53;-511366397_0;5.10;4.85;tripinfo_171 routing_171;357.00;171;1;2724.14;0.87;0.00;58.71;DEFAULT_VEHTYPE;;5;6.00
1275.00;19359858_1;87.25;9.62;941.00;-0.60;19352058_0;5.10;9.78;tripinfo_389 routing_389;334.00;389;1;2229.29;0.87;0.00;100.27;DEFAULT_VEHTYPE;;6;47.00
1278.00;-19353264#0_0;86.48;10.49;937.00;-0.58;-511366397_0;5.10;5.27;tripinfo_212 routing_212;341.00;212;1;2391.60;0.95;0.00;97.12;DEFAULT_VEHTYPE;;3;58.00
1287.00;19354956#13_1;47.00;11.93;898.00;-0.98;19355160#3_0;5.10;12.25;tripinfo_469 routing_469;389.00;469;1;4269.54;1.10;0.00;36.62;DEFAULT_VEHTYPE;;0;0.00
1289.00;19352037_0;416.55;11.48;931.00;3.09;511366397_0;5.10;1.07;tripinfo_40 routing_40;358.00;40;1;3073.82;1.06;0.00;90.40;DEFAULT_VEHTYPE;;2;52.00
1294.00;19357839_0;87.22;11.21;1002.00;-0.62;19355636_0;5.10;11.21;tripinfo_363 routing_363;292.00;363;1;2234.37;1.00;0.00;86.46;DEFAULT_VEHTYPE;;2;48.00
1297.00;19353264#0_0;86.48;11.28;1055.00;-0.55;19359987_0;5.10;11.35;tripinfo_507 routing_507;242.00;507;1;2280.84;1.02;0.00;38.58;DEFAULT_VEHTYPE;;1;10.00
1299.00;19357114#3_0;125.59;11.81;1121.00;-0.67;-19359987_0;5.10;12.25;tripinfo_524 routing_524;178.00;524;1;1825.04;1.10;0.00;26.24;DEFAULT_VEHTYPE;;1;1.00
1319.00;-661061477#0_1;330.34;10.60;842.00;-0.52;-511366397_0;5.10;5.73;tripinfo_24 routing_24;477.00;24;1;4027.99;1.03;0.00;110.08;DEFAULT_VEHTYPE;;2;60.00
1319.00;19353293#2_0;74.12;9.70;1108.00;-0.54;-19358499#1_1;5.10;10.71;tripinfo_319 routing_319;211.00;319;1;1731.09;0.96;0.00;45.88;DEFAULT_VEHTYPE;;1;12.00
1339.00;19361005#0_0;121.74;11.12;1025.00;-0.76;19355636_0;5.10;11.97;tripinfo_140 routing_140;314.00;140;1;3010.23;1.07;0.00;57.59;DEFAULT_VEHTYPE;;1;14.00
1340.00;19354792#0_1;69.36;10.85;1203.00;-0.13;-19352285#6_1;5.10;11.04;tripinfo_678 routing_678;137.00;678;1;1207.20;0.99;0.00;25.97;DEFAULT_VEHTYPE;;3;3.00
1342.00;-19358927#1_0;35.88;7.02;687.00;-0.79;19355160#0_0;5.10;8.20;tripinfo_472 routing_472;655.00;472;1;4813.08;0.73;0.00;62.37;DEFAULT_VEHTYPE;;1;1.00
1343.00;-19352131#4_1;59.92;11.84;1006.00;-0.70;19358499#1_1;5.10;12.32;tripinfo_278 routing_278;337.00;278;1;2915.65;1.10;0.00;99.14;DEFAULT_VEHTYPE;;2;55.00
1346.00;-19352901#1_0;127.66;10.31;1157.00;-0.59;-19352037_0;5.10;11.45;tripinfo_591 routing_591;189.00;591;1;1912.49;1.02;0.00;19.75;DEFAULT_VEHTYPE;;0;0.00
1348.00;19354956#2_1;23.97;12.05;971.00;-0.03;19357539#1_0;5.10;12.35;tripinfo_434 routing_434;377.00;434;1;4085.40;1.10;0.00;43.94;DEFAULT_VEHTYPE;;0;0.00
1358.00;-19352285#7_1;38.83;9.17;1010.00;-0.05;19358499#1_1;5.10;9.31;tripinfo_157 routing_157;348.00;157;1;2448.59;0.83;0.00;78.85;DEFAULT_VEHTYPE;;2;39.00
1365.00;-19353961#0_0;58.77;10.69;1066.00;-0.39;19355636_0;5.10;10.83;tripinfo_169 routing_169;299.00;169;1;2580.04;0.97;0.00;55.62;DEFAULT_VEHTYPE;;1;1.00
1366.00;596607447#3_0;84.59;11.66;1010.00;-0.30;-19358499#0_1;5.10;12.16;tripinfo_145 routing_145;356.00;145;1;3002.31;1.09;0.00;103.92;DEFAULT_VEHTYPE;;4;41.00
1367.00;19351910#1_0;129.66;11.31;1082.00;-0.06;-511366397_0;5.10;5.79;tripinfo_240 routing_240;285.00;240;1;2012.92;1.04;0.00;94.40;DEFAULT_VEHTYPE;;2;58.00
1374.00;19357539#0_0;115.03;10.61;972.00;-0.03;19353318_0;5.10;11.59;tripinfo_29 routing_29;402.00;29;1;2667.42;1.04;0.00;169.24;DEFAULT_VEHTYPE;;4;131.00
1378.00;-661061477#0_1;330.34;11.16;912.00;-0.02;-19353318_0;5.10;11.52;tripinfo_12 routing_12;466.00;12;1;3411.90;1.03;0.00;167.51;DEFAULT_VEHTYPE;;3;129.00
1382.00;19358407#4_0;61.33;10.33;1229.00;-0.91;19358499#0_1;5.10;11.34;tripinfo_317 routing_317;153.00;317;1;1441.37;1.01;0.00;23.86;DEFAULT_VEHTYPE;;0;0.00
1402.00;-19357991#1_0;101.66;13.93;1226.00;-0.79;-19355636_0;5.10;14.53;tripinfo_214 routing_214;176.00;214;1;1802.02;1.30;0.00;48.28;DEFAULT_VEHTYPE;;1;10.00
1408.00;19359987_0;174.26;10.59;957.00;-0.25;19358499#1_1;5.10;10.76;tripinfo_86 routing_86;451.00;86;1;3478.54;0.96;0.00;125.68;DEFAULT_VEHTYPE;;3;73.00
1409.00;661061477#0_1;330.06;12.52;1038.00;-0.84;19353318_0;5.10;12.83;tripinfo_39 routing_39;371.00;39;1;3126.88;1.15;0.00;125.16;DEFAULT_VEHTYPE;;2;74.00
1421.00;19351857#5_1;7.04;7.79;928.00;-0.89;19357539#0_0;5.10;9.25;tripinfo_491 routing_491;493.00;491;1;4032.64;0.83;0.00;51.94;DEFAULT_VEHTYPE;;1;3.00
1421.00;19352131#10_1;34.15;9.29;1198.00;-0.43;-19352037_0;5.10;9.82;tripinfo_509 routing_509;223.00;509;1;1731.00;0.88;0.00;43.62;DEFAULT_VEHTYPE;;1;20.00
1426.00;278433716#7_1;19.40;10.95;1206.00;-0.22;19352285#12_1;5.10;10.95;tripinfo_668 routing_668;220.00;668;1;1946.77;0.98;0.00;38.86;DEFAULT_VEHTYPE;;3;3.00
1427.00;329995277#2_1;69.27;9.50;1212.00;-0.98;-19354956#15_1;5.10;9.83;tripinfo_640 routing_640;215.00;640;1;1892.17;0.88;0.00;19.38;DEFAULT_VEHTYPE;;0;0.00
1433.00;19356535#8_0;156.23;10.52;1162.00;-0.90;19355636_0;5.10;11.30;tripinfo_116 routing_116;271.00;116;1;2559.68;1.01;0.00;38.48;DEFAULT_VEHTYPE;;0;0.00
1444.00;19353155#1_0;31.94;12.33;1179.00;-0.20;-19355636_0;5.10;11.89;tripinfo_329 routing_329;265.00;329;1;1888.67;1.11;0.00;108.99;DEFAULT_VEHTYPE;;2;73.00
1450.00;19360172#0_0;113.07;7.96;1073.00;-0.38;19356025#1_0;5.10;12.41;tripinfo_495 routing_495;377.00;495;1;4159.72;1.11;0.00;38.55;DEFAULT_VEHTYPE;;0;0.00
1458.00;19359987_0;174.26;11.49;1247.00;-0.62;-19353318_0;5.10;12.65;tripinfo_85 routing_85;211.00;85;1;2225.16;1.13;0.00;32.84;DEFAULT_VEHTYPE;;0;0.00
1467.00;19353551#3_1;62.00;10.70;1170.00;-0.86;19358927#0_1;5.10;11.63;tripinfo_657 routing_657;297.00;657;1;2344.00;1.04;0.00;92.04;DEFAULT_VEHTYPE;;4;44.00
1472.00;-19354074_0;112.03;9.70;1010.00;-0.94;661061477#0_1;5.10;10.83;tripinfo_499 routing_499;462.00;499;1;4521.47;0.97;0.00;40.69;DEFAULT_VEHTYPE;;0;0.00
1475.00;-19356025#1_0;443.61;11.94;1086.00;-0.27;-19358499#1_1;5.10;12.76;tripinfo_11 routing_11;389.00;11;1;3880.12;1.14;0.00;83.50;DEFAULT_VEHTYPE;;2;41.00
1489.00;19351857#6_1;31.18;10.78;1114.00;-0.21;-576756561#0_0;5.10;11.64;tripinfo_443 routing_443;375.00;443;1;3903.38;1.04;0.00;33.66;DEFAULT_VEHTYPE;;0;0.00
1491.00;19353264#0_0;86.48;10.02;1088.00;-0.28;19358499#1_1;5.10;10.84;tripinfo_204 routing_204;403.00;204;1;2950.61;0.97;0.00;129.94;DEFAULT_VEHTYPE;;3;81.00
1494.00;-19357057#5_0;92.53;10.25;1261.00;-0.83;-19358499#1_1;5.10;10.70;tripinfo_206 routing_206;233.00;206;1;1830.28;0.96;0.00;61.91;DEFAULT_VEHTYPE;;2;31.00
1495.00;19353264#0_0;86.48;9.55;1144.00;-0.44;-511366397_0;5.10;5.39;tripinfo_298 routing_298;351.00;298;1;2310.08;0.97;0.00;119.47;DEFAULT_VEHTYPE;;2;75.00
1497.00;19352037_0;416.55;12.42;1266.00;-0.86;-19352058_0;5.10;12.62;tripinfo_96 routing_96;231.00;96;1;2416.02;1.13;0.00;37.80;DEFAULT_VEHTYPE;;1;18.00
1516.00;19357057#5_0;92.53;10.43;1225.00;-0.03;576756561#0_0;5.10;10.78;tripinfo_506 routing_506;291.00;506;1;2393.52;0.96;0.00;65.66;DEFAULT_VEHTYPE;;1;41.00
1519.00;-19351857#6_1;31.18;11.98;1176.00;-0.83;-19352037_0;5.10;12.74;tripinfo_483 routing_483;343.00;483;1;3628.84;1.14;0.00;56.42;DEFAULT_VEHTYPE;;0;0.00
1522.00;-19351857#4_1;28.83;9.81;1167.00;-0.65;19359987_0;5.10;10.87;tripinfo_481 routing_481;355.00;481;1;3526.30;0.97;0.00;29.41;DEFAULT_VEHTYPE;;0;0.00
1527.00;19352901#1_0;127.66;9.55;1336.00;-0.87;19355636_0;5.10;10.83;tripinfo_219 routing_219;191.00;219;1;1734.49;0.97;0.00;26.88;DEFAULT_VEHTYPE;;1;2.00
1528.00;-19354572#1_0;155.19;10.05;1287.00;-0.14;-511366397_0;5.10;5.45;tripinfo_105 routing_105;241.00;105;1;1804.58;0.98;0.00;58.40;DEFAULT_VEHTYPE;;3;3.00
1529.00;329995277#2_1;69.27;7.34;1223.00;-0.75;19358927#0_1;5.10;7.93;tripinfo_651 routing_651;306.00;651;1;2133.67;0.71;0.00;31.05;DEFAULT_VEHTYPE;;0;0.00
1532.00;-19360785_0;18.03;9.63;1335.00;-0.68;19352058_0;5.10;13.50;tripinfo_330 routing_330;197.00;330;1;1700.15;1.21;0.00;66.25;DEFAULT_VEHTYPE;;2;2.00
1543.00;19352131#4_1;59.92;9.72;1296.00;-0.91;19355160#0_0;5.10;10.78;tripinfo_555 routing_555;247.00;555;1;2340.95;0.96;0.00;26.48;DEFAULT_VEHTYPE;;0;0.00
