tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1516.00;19357057#5_0;92.53;10.15;1225.00;-0.03;576756561#0_0;5.10;10.78;tripinfo_506 routing_506;291.00;506;1;2393.52;0.96;0.00;65.84;DEFAULT_VEHTYPE;;1;40.00
1517.00;-19360785_0;18.03;9.64;1335.00;-0.68;19352058_0;5.10;13.50;tripinfo_330 routing_330;182.00;330;1;1706.07;1.21;0.00;49.94;DEFAULT_VEHTYPE;;3;3.00
1522.00;-19351857#6_1;31.18;12.27;1176.00;-0.83;-19352037_0;5.10;12.74;tripinfo_483 routing_483;346.00;483;1;3628.84;1.14;0.00;59.33;DEFAULT_VEHTYPE;;0;0.00
1525.00;-19351857#4_1;28.83;10.77;1167.00;-0.65;19359987_0;5.10;10.87;tripinfo_481 routing_481;358.00;481;1;3526.30;0.97;0.00;32.37;DEFAULT_VEHTYPE;;0;0.00
1525.00;-19354572#1_0;155.19;10.53;1287.00;-0.14;-511366397_0;5.10;5.45;tripinfo_105 routing_105;238.00;105;1;1799.46;0.98;0.00;56.34;DEFAULT_VEHTYPE;;2;2.00
1526.00;-19356432_0;56.91;10.35;1151.00;-0.30;19358499#1_1;5.10;11.06;tripinfo_286 routing_286;375.00;286;1;2902.96;0.99;0.00;109.77;DEFAULT_VEHTYPE;;3;61.00
1530.00;329995277#2_1;69.27;7.34;1223.00;-0.75;19358927#0_1;5.10;7.93;tripinfo_651 routing_651;307.00;651;1;2133.67;0.71;0.00;31.93;DEFAULT_VEHTYPE;;0;0.00
1540.00;19353155#1_0;31.94;12.41;1179.00;-0.20;-19355636_0;5.10;12.43;tripinfo_329 routing_329;361.00;329;1;1932.60;1.11;0.00;202.04;DEFAULT_VEHTYPE;;5;140.00
1545.00;19352131#4_1;59.92;10.14;1296.00;-0.91;19355160#0_0;5.10;10.78;tripinfo_555 routing_555;249.00;555;1;2340.95;0.96;0.00;27.77;DEFAULT_VEHTYPE;;0;0.00
1556.00;19351857#9_1;79.59;10.90;1132.00;-0.57;19355160#0_0;5.10;11.32;tripinfo_473 routing_473;424.00;473;1;4119.08;1.01;0.00;56.52;DEFAULT_VEHTYPE;;0;0.00
1560.00;19352901#1_0;127.66;9.98;1336.00;-0.87;19355636_0;5.10;10.83;tripinfo_219 routing_219;224.00;219;1;1734.97;0.97;0.00;61.06;DEFAULT_VEHTYPE;;2;36.00
1560.00;19357839_0;87.22;10.46;1394.00;-0.65;-19358499#0_1;5.10;11.60;tripinfo_302 routing_302;166.00;302;1;1416.19;1.04;0.00;40.72;DEFAULT_VEHTYPE;;1;14.00
1564.00;-19353551#8_1;21.69;11.57;1425.00;1.99;-19352285#10_1;5.10;3.29;tripinfo_620 routing_620;139.00;620;1;1003.31;1.09;0.00;54.99;DEFAULT_VEHTYPE;;1;1.00
1575.00;661061473#1_1;17.50;7.44;1387.00;-0.15;-19352285#15_1;5.10;8.47;tripinfo_682 routing_682;188.00;682;1;1377.97;0.76;0.00;23.91;DEFAULT_VEHTYPE;;2;2.00
1577.00;-19352285#9_1;59.98;7.69;1238.00;-0.62;-511366397_0;5.10;4.18;tripinfo_162 routing_162;339.00;162;1;2100.16;0.75;0.00;64.91;DEFAULT_VEHTYPE;;3;22.00
1578.00;-19353048#0_0;51.36;9.19;1094.00;-0.10;19356025#1_0;5.10;10.19;tripinfo_466 routing_466;484.00;466;1;4485.26;0.91;0.00;39.75;DEFAULT_VEHTYPE;;0;0.00
1597.00;19352131#10_1;34.15;10.81;1378.00;-0.16;-19356025#1_0;5.10;11.39;tripinfo_512 routing_512;219.00;512;1;2115.41;1.02;0.00;29.79;DEFAULT_VEHTYPE;;0;0.00
1602.00;19357539#1_0;239.69;9.57;1034.00;-0.54;19358499#0_1;5.10;10.18;tripinfo_54 routing_54;568.00;54;1;4079.22;0.91;0.00;165.73;DEFAULT_VEHTYPE;;4;106.00
1606.00;-19358151_0;134.67;8.60;1229.00;-0.93;-19353318_0;5.10;9.35;tripinfo_109 routing_109;377.00;109;1;3054.80;0.84;0.00;44.83;DEFAULT_VEHTYPE;;2;3.00
1608.00;-19352542_0;156.76;11.58;1364.00;-0.10;-19353318_0;5.10;12.08;tripinfo_131 routing_131;244.00;131;1;2407.15;1.08;0.00;41.23;DEFAULT_VEHTYPE;;1;1.00
1614.00;-19357057#5_0;92.53;10.40;1261.00;-0.83;-19358499#1_1;5.10;10.70;tripinfo_206 routing_206;353.00;206;1;1830.66;0.96;0.00;181.07;DEFAULT_VEHTYPE;;3;142.00
1615.00;576756561#0_0;90.89;10.43;1130.00;-0.77;-511366397_0;5.10;5.29;tripinfo_55 routing_55;485.00;55;1;3424.21;0.95;0.00;144.69;DEFAULT_VEHTYPE;;2;90.00
1619.00;19352131#10_1;34.15;11.49;1455.00;-0.25;576756561#0_0;5.10;12.32;tripinfo_554 routing_554;164.00;554;1;1724.24;1.10;0.00;19.71;DEFAULT_VEHTYPE;;0;0.00
1622.00;-19355160#0_0;438.84;11.63;1256.00;-0.12;19355636_0;5.10;11.68;tripinfo_69 routing_69;366.00;69;1;3301.58;1.04;0.00;79.23;DEFAULT_VEHTYPE;;3;30.00
1622.00;19357057#5_0;92.53;8.68;1320.00;-0.37;-661061477#0_1;5.10;9.55;tripinfo_564 routing_564;302.00;564;1;2300.44;0.85;0.00;58.27;DEFAULT_VEHTYPE;;1;33.00
1632.00;-19356025#1_0;443.61;12.59;1086.00;-0.27;-19358499#1_1;5.10;12.76;tripinfo_11 routing_11;546.00;11;1;3880.50;1.14;0.00;240.95;DEFAULT_VEHTYPE;;4;181.00
1633.00;661061477#0_1;330.06;10.73;1320.00;-0.54;-19353318_0;5.10;10.89;tripinfo_75 routing_75;313.00;75;1;2908.53;0.97;0.00;42.39;DEFAULT_VEHTYPE;;2;4.00
1634.00;-19354956#0_1;37.31;9.74;1188.00;-0.37;19357539#1_0;5.10;10.42;tripinfo_458 routing_458;446.00;458;1;4155.23;0.93;0.00;42.67;DEFAULT_VEHTYPE;;0;0.00
1636.00;-19353264#5_0;78.83;9.76;1371.00;-0.01;19352037_0;5.10;10.58;tripinfo_521 routing_521;265.00;521;1;2480.17;0.95;0.00;25.61;DEFAULT_VEHTYPE;;0;0.00
1646.00;-329995330#1_1;20.52;11.87;1473.00;-0.07;-511366397_0;5.10;6.43;tripinfo_359 routing_359;173.00;359;1;1560.56;1.16;0.00;38.89;DEFAULT_VEHTYPE;;2;2.00
1659.00;19353264#0_0;86.48;11.30;1438.00;-0.27;-576756561#0_0;5.10;11.74;tripinfo_585 routing_585;221.00;585;1;2182.96;1.05;0.00;32.07;DEFAULT_VEHTYPE;;0;0.00
1671.00;19358927#2_0;75.40;10.15;1287.00;-0.42;-19355636_0;5.10;10.23;tripinfo_104 routing_104;384.00;104;1;3158.16;0.92;0.00;70.90;DEFAULT_VEHTYPE;;7;7.00
1672.00;19354792#0_1;69.36;10.21;1503.00;-0.46;-19354572#2_0;5.10;10.97;tripinfo_610 routing_610;169.00;610;1;1458.80;0.98;0.00;32.80;DEFAULT_VEHTYPE;;3;3.00
1694.00;-19352374#0_0;127.65;9.63;1454.00;-0.20;19352058_0;5.10;10.75;tripinfo_327 routing_327;240.00;327;1;1934.45;0.96;0.00;54.07;DEFAULT_VEHTYPE;;4;7.00
1699.00;-19352374#1_0;125.54;11.60;1476.00;-0.93;-19353318_0;5.10;11.96;tripinfo_335 routing_335;223.00;335;1;2089.67;1.07;0.00;44.13;DEFAULT_VEHTYPE;;3;3.00
1699.00;-19352901#1_0;127.66;9.48;1509.00;-0.49;19357539#1_0;5.10;10.69;tripinfo_598 routing_598;190.00;598;1;1811.36;0.96;0.00;16.91;DEFAULT_VEHTYPE;;0;0.00
1702.00;19356382#33_1;19.93;8.82;1540.00;-0.83;19352285#14_1;5.10;10.10;tripinfo_607 routing_607;162.00;607;1;1402.20;0.90;0.00;19.61;DEFAULT_VEHTYPE;;1;1.00
1706.00;19356224#2_0;161.60;10.12;1396.00;-0.20;511366397_0;5.10;5.44;tripinfo_255 routing_255;310.00;255;1;1832.06;0.98;0.00;132.57;DEFAULT_VEHTYPE;;3;104.00
1710.00;19352285#12_1;71.43;12.25;1405.00;-0.95;19353318_0;5.10;12.34;tripinfo_155 routing_155;305.00;155;1;2748.07;1.10;0.00;79.80;DEFAULT_VEHTYPE;;1;28.00
1717.00;19354074_0;112.03;9.65;1305.00;-0.07;-19355160#3_0;5.10;9.69;tripinfo_470 routing_470;412.00;470;1;3617.17;0.87;0.00;34.95;DEFAULT_VEHTYPE;;0;0.00
1721.00;-19360353#2_0;47.99;9.79;1412.00;-0.16;19352058_0;5.10;10.83;tripinfo_102 routing_102;309.00;102;1;2594.52;0.97;0.00;66.45;DEFAULT_VEHTYPE;;2;30.00
1721.00;19352131#9_1;48.41;12.45;1555.00;-0.06;19355160#0_0;5.10;13.53;tripinfo_518 routing_518;166.00;518;1;1925.02;1.21;0.00;21.16;DEFAULT_VEHTYPE;;0;0.00
1725.00;-19354956#2_1;24.11;10.44;1349.00;-0.58;-19355160#3_0;5.10;11.10;tripinfo_490 routing_490;376.00;490;1;3742.06;0.99;0.00;36.52;DEFAULT_VEHTYPE;;0;0.00
1741.00;19353293#0_1;145.45;10.08;1480.00;-0.20;-19353318_0;5.10;10.96;tripinfo_377 routing_377;261.00;377;1;2232.47;0.98;0.00;52.97;DEFAULT_VEHTYPE;;5;5.00
1743.00;-19357991#1_0;101.66;12.19;1595.00;-0.76;-576756561#0_0;5.10;12.93;tripinfo_594 routing_594;148.00;594;1;1603.90;1.16;0.00;21.36;DEFAULT_VEHTYPE;;0;0.00
1748.00;-19353048#0_0;51.36;10.10;1274.00;-0.04;19352037_0;5.10;10.78;tripinfo_498 routing_498;474.00;498;1;4593.32;0.96;0.00;43.52;DEFAULT_VEHTYPE;;0;0.00
1752.00;-19354328_0;144.90;11.09;1499.00;-0.89;19357539#1_0;5.10;11.66;tripinfo_520 routing_520;253.00;520;1;2196.38;1.04;0.00;63.15;DEFAULT_VEHTYPE;;1;43.00
1766.00;278433716#2_1;3.12;10.66;1531.00;-0.08;-19354575#0_0;5.10;11.08;tripinfo_612 routing_612;235.00;612;1;2004.59;0.99;0.00;50.95;DEFAULT_VEHTYPE;;5;6.00
1767.00;19352037_0;416.55;10.65;1312.00;-0.47;19358499#1_1;5.10;11.75;tripinfo_89 routing_89;455.00;89;1;3776.84;1.05;0.00;131.80;DEFAULT_VEHTYPE;;3;86.00
1772.00;19357114#2_0;100.29;12.18;1551.00;-0.54;19352037_0;5.10;12.44;tripinfo_550 routing_550;221.00;550;1;2354.74;1.11;0.00;28.19;DEFAULT_VEHTYPE;;0;0.00
1776.00;19357539#1_0;239.69;8.82;1302.00;-0.21;-19358499#1_1;5.10;10.86;tripinfo_35 routing_35;474.00;35;1;3318.69;0.97;0.00;167.56;DEFAULT_VEHTYPE;;4;98.00
1784.00;19358587#0_1;177.40;10.72;1407.00;-0.79;-19358499#0_1;5.10;10.84;tripinfo_122 routing_122;377.00;122;1;2197.24;0.97;0.00;172.67;DEFAULT_VEHTYPE;;6;122.00
1787.00;661061477#0_1;330.06;9.93;1336.00;-0.43;-19358499#0_1;5.10;11.07;tripinfo_78 routing_78;451.00;78;1;3397.45;0.99;0.00;144.02;DEFAULT_VEHTYPE;;3;96.00
1787.00;661061473#1_1;17.50;11.20;1541.00;-0.83;19360089#0_0;5.10;12.23;tripinfo_683 routing_683;246.00;683;1;2239.83;1.09;0.00;61.89;DEFAULT_VEHTYPE;;4;18.00
1789.00;19352285#12_1;71.43;9.35;1333.00;0.14;-19356025#1_0;5.10;9.74;tripinfo_460 routing_460;456.00;460;1;3775.60;0.87;0.00;66.57;DEFAULT_VEHTYPE;;1;23.00
1806.00;19357968_0;129.09;11.70;1427.00;-0.32;19358499#1_1;5.10;12.69;tripinfo_249 routing_249;379.00;249;1;2719.63;1.14;0.00;163.34;DEFAULT_VEHTYPE;;3;124.00
1809.00;-19352285#16_1;76.02;12.20;1406.00;-0.14;-19359987_0;5.10;13.35;tripinfo_424 routing_424;403.00;424;1;4076.49;1.19;0.00;94.23;DEFAULT_VEHTYPE;;3;8.00
1816.00;-329995314_0;223.59;9.80;1583.00;-0.90;19358499#0_1;5.10;10.90;tripinfo_344 routing_344;233.00;344;1;2190.44;0.98;0.00;31.71;DEFAULT_VEHTYPE;;1;7.00
1819.00;-19354956#9_1;71.91;10.50;1469.00;-0.82;-19352058_0;5.10;10.99;tripinfo_136 routing_136;350.00;136;1;3111.73;0.98;0.00;63.30;DEFAULT_VEHTYPE;;1;26.00
1820.00;-19357988_0;104.95;11.48;1537.00;-0.58;19352058_0;5.10;11.71;tripinfo_164 routing_164;283.00;164;1;2707.92;1.05;0.00;47.04;DEFAULT_VEHTYPE;;1;1.00
1839.00;19354297_0;239.07;10.28;1520.00;-0.78;19358499#0_1;5.10;11.04;tripinfo_181 routing_181;319.00;181;1;3016.89;0.99;0.00;41.46;DEFAULT_VEHTYPE;;0;0.00
1847.00;-19352256#1_0;79.43;8.81;1762.00;-0.21;511366397_0;5.10;4.57;tripinfo_304 routing_304;85.00;304;1;563.21;0.82;0.00;11.86;DEFAULT_VEHTYPE;;0;0.00
1854.00;-661061477#0_1;330.34;8.88;1118.00;-0.06;19358499#1_1;5.10;9.89;tripinfo_28 routing_28;736.00;28;1;4634.25;0.88;0.00;265.49;DEFAULT_VEHTYPE;;5;203.00
1854.00;-19359303_0;91.66;12.45;1584.00;-0.35;19358499#0_1;5.10;7.72;tripinfo_384 routing_384;270.00;384;1;2117.64;1.18;0.00;108.48;DEFAULT_VEHTYPE;;2;55.00
1857.00;19352285#14_1;53.24;9.91;1465.00;-0.76;-19355160#0_0;5.10;10.99;tripinfo_433 routing_433;392.00;433;1;3798.82;0.98;0.00;45.39;DEFAULT_VEHTYPE;;1;5.00
1858.00;19361135#4_0;37.90;8.45;1604.00;-0.23;-19355160#0_0;5.10;9.22;tripinfo_577 routing_577;254.00;577;1;1857.01;0.82;0.00;50.84;DEFAULT_VEHTYPE;;1;27.00
1874.00;19361385#1_0;93.48;9.73;1620.00;-0.17;-511366397_0;5.10;5.29;tripinfo_385 routing_385;254.00;385;1;1743.12;0.95;0.00;73.91;DEFAULT_VEHTYPE;;3;39.00
1878.00;-19354908_0;104.12;10.46;1622.00;1.34;-511366397_0;5.10;1.22;tripinfo_146 routing_146;256.00;146;1;2056.56;1.00;0.00;55.85;DEFAULT_VEHTYPE;;3;10.00
1885.00;-19357991#2_0;170.34;9.13;1396.00;-0.33;-511366397_0;5.10;4.95;tripinfo_239 routing_239;489.00;239;1;2565.58;0.89;0.00;212.44;DEFAULT_VEHTYPE;;4;164.00
1902.00;-19356452#2_0;92.05;10.95;1514.00;-0.14;511366397_0;5.10;5.88;tripinfo_262 routing_262;388.00;262;1;2064.20;1.06;0.00;203.79;DEFAULT_VEHTYPE;;5;168.00
1902.00;19357057#5_0;92.53;9.07;1602.00;-0.84;19357539#1_0;5.10;9.69;tripinfo_574 routing_574;300.00;574;1;2437.51;0.87;0.00;45.10;DEFAULT_VEHTYPE;;2;12.00
1926.00;19352449#1_0;62.35;11.80;1836.00;-0.13;-19358499#0_1;5.10;12.50;tripinfo_355 routing_355;90.00;355;1;619.05;1.12;0.00;38.49;DEFAULT_VEHTYPE;;1;22.00
1928.00;378219319_0;132.16;12.06;1593.00;-0.62;-19355636_0;5.10;12.68;tripinfo_163 routing_163;335.00;163;1;3210.98;1.13;0.00;77.69;DEFAULT_VEHTYPE;;7;8.00
1928.00;-19356382#34_1;51.22;11.88;1715.00;-0.72;378219319_0;5.10;12.36;tripinfo_635 routing_635;213.00;635;1;2029.68;1.11;0.00;44.83;DEFAULT_VEHTYPE;;3;3.00
1937.00;19353092#6_0;228.63;11.26;1758.00;-0.52;511366397_0;5.10;6.15;tripinfo_187 routing_187;179.00;187;1;1690.86;1.11;0.00;32.37;DEFAULT_VEHTYPE;;2;2.00
1941.00;19358588#0_0;63.87;9.51;1630.00;-0.65;-19353318_0;5.10;10.05;tripinfo_397 routing_397;311.00;397;1;1374.16;0.90;0.00;171.35;DEFAULT_VEHTYPE;;4;135.00
1959.00;329995277#1_1;79.99;12.92;1822.00;-0.22;19353810#2_0;5.10;11.44;tripinfo_633 routing_633;137.00;633;1;1522.88;1.20;0.00;21.40;DEFAULT_VEHTYPE;;0;0.00
1975.00;-378219319_0;127.36;9.57;1479.00;-0.68;-661061477#0_1;5.10;10.48;tripinfo_477 routing_477;496.00;477;1;4720.62;0.94;0.00;42.15;DEFAULT_VEHTYPE;;0;0.00
1981.00;19361189#0_0;61.56;10.21;1708.00;-0.06;-19358499#1_1;5.10;10.78;tripinfo_154 routing_154;273.00;154;1;1982.46;0.96;0.00;85.36;DEFAULT_VEHTYPE;;4;42.00
1983.00;-19348921_0;100.21;5.56;1578.00;-0.35;-19358499#1_1;5.10;12.86;tripinfo_190 routing_190;405.00;190;1;3099.99;1.15;0.00;143.81;DEFAULT_VEHTYPE;;4;88.00
1983.00;19357114#2_0;100.29;9.39;1733.00;-0.59;661061477#0_1;5.10;10.62;tripinfo_539 routing_539;250.00;539;1;2386.55;0.95;0.00;21.70;DEFAULT_VEHTYPE;;0;0.00
1991.00;-19353264#0_0;86.48;10.13;1734.00;-0.61;19353318_0;5.10;10.96;tripinfo_297 routing_297;257.00;297;1;1986.06;0.98;0.00;71.90;DEFAULT_VEHTYPE;;2;43.00
1996.00;19357704#1_1;94.31;8.79;1717.00;-0.62;19354297_0;5.10;9.66;tripinfo_614 routing_614;279.00;614;1;2383.05;0.86;0.00;27.09;DEFAULT_VEHTYPE;;0;0.00
1997.00;19357968_0;129.09;10.56;1773.00;-0.92;-19355160#0_0;5.10;11.35;tripinfo_535 routing_535;224.00;535;1;2209.89;1.02;0.00;26.99;DEFAULT_VEHTYPE;;0;0.00
2005.00;-19353531#2_0;58.43;9.97;1609.00;-0.33;19352058_0;5.10;11.26;tripinfo_160 routing_160;396.00;160;1;3192.80;1.01;0.00;106.19;DEFAULT_VEHTYPE;;7;38.00
2014.00;-19353092#0_1;91.76;8.83;1682.00;-0.52;-19352058_0;5.10;9.95;tripinfo_158 routing_158;332.00;158;1;2144.02;0.89;0.00;109.23;DEFAULT_VEHTYPE;;7;55.00
2014.00;-19353381_1;101.75;12.06;1816.00;-0.95;19352058_0;5.10;12.12;tripinfo_361 routing_361;198.00;361;1;1306.60;1.08;0.00;87.64;DEFAULT_VEHTYPE;;3;55.00
2015.00;19356382#36_1;20.97;9.07;1886.00;-0.14;-19354572#2_0;5.10;10.12;tripinfo_645 routing_645;129.00;645;1;1072.37;0.91;0.00;20.12;DEFAULT_VEHTYPE;;1;1.00
2016.00;-19352131#9_1;48.41;11.16;1873.00;-0.22;19355160#3_0;5.10;11.33;tripinfo_562 routing_562;143.00;562;1;1424.35;1.01;0.00;14.45;DEFAULT_VEHTYPE;;0;0.00
2025.00;-19351910#1_0;129.61;10.40;1743.00;-0.04;511366397_0;5.10;5.23;tripinfo_289 routing_289;282.00;289;1;2136.17;0.94;0.00;66.19;DEFAULT_VEHTYPE;;1;37.00
2029.00;-19352285#6_1;39.99;12.68;1712.00;-0.64;19357539#0_0;5.10;13.06;tripinfo_452 routing_452;317.00;452;1;3420.39;1.17;0.00;51.42;DEFAULT_VEHTYPE;;2;4.00
2031.00;19360089#1_0;197.27;10.70;1551.00;-0.93;-19356025#1_0;5.10;12.00;tripinfo_484 routing_484;480.00;484;1;5021.90;1.07;0.00;59.51;DEFAULT_VEHTYPE;;1;9.00
2040.00;19356452#2_0;91.95;10.82;1690.00;-0.02;19358499#1_1;5.10;11.43;tripinfo_234 routing_234;350.00;234;1;2604.57;1.02;0.00;119.63;DEFAULT_VEHTYPE;;3;75.00
2042.00;19361189#1_0;69.04;10.83;1780.00;-0.20;511366397_0;5.10;5.40;tripinfo_144 routing_144;262.00;144;1;1779.58;0.97;0.00;86.77;DEFAULT_VEHTYPE;;4;47.00
2043.00;19355585#1_0;73.52;11.24;1782.00;-0.15;19353318_0;5.10;11.56;tripinfo_338 routing_338;261.00;338;1;2100.82;1.03;0.00;74.45;DEFAULT_VEHTYPE;;4;21.00
2048.00;19358928_0;80.64;13.01;1682.00;-0.30;511366397_0;5.10;6.58;tripinfo_195 routing_195;366.00;195;1;3064.71;1.18;0.00;125.56;DEFAULT_VEHTYPE;;4;57.00
2057.00;19353259_0;48.00;11.12;1841.00;-0.56;-19358499#0_1;5.10;11.13;tripinfo_323 routing_323;216.00;323;1;1918.32;1.00;0.00;42.02;DEFAULT_VEHTYPE;;1;18.00
2059.00;-19353551#8_1;21.69;11.05;1960.00;-0.08;19353591#0_0;5.10;11.11;tripinfo_688 routing_688;99.00;688;1;934.11;0.99;0.00;13.05;DEFAULT_VEHTYPE;;0;0.00
2060.00;-19354956#12_1;24.31;9.34;1609.00;-0.27;576756561#0_0;5.10;10.48;tripinfo_421 routing_421;451.00;421;1;4265.28;0.94;0.00;38.87;DEFAULT_VEHTYPE;;0;0.00
2070.00;19355160#0_0;438.81;10.78;1651.00;-0.42;-511366397_0;5.10;5.68;tripinfo_22 routing_22;419.00;22;1;3407.24;1.02;0.00;105.16;DEFAULT_VEHTYPE;;2;64.00
2072.00;-19355160#0_0;438.84;11.61;1580.00;-0.77;-19358499#0_1;5.10;12.65;tripinfo_8 routing_8;492.00;8;1;3643.72;1.13;0.00;203.84;DEFAULT_VEHTYPE;;4;149.00
2079.00;-329995274#1_0;156.77;9.77;1598.00;-0.65;19358499#0_1;5.10;9.77;tripinfo_237 routing_237;481.00;237;1;3037.99;0.87;0.00;169.21;DEFAULT_VEHTYPE;;4;124.00
2079.00;19354956#8_1;32.00;11.83;1849.00;-0.67;511366397_0;5.10;6.20;tripinfo_123 routing_123;230.00;123;1;2124.33;1.11;0.00;49.92;DEFAULT_VEHTYPE;;3;3.00
2080.00;19354956#14_1;13.16;9.73;1614.00;-0.82;19357539#1_0;5.10;10.35;tripinfo_417 routing_417;466.00;417;1;4341.77;0.93;0.00;40.76;DEFAULT_VEHTYPE;;0;0.00
2086.00;-19356025#1_0;443.61;11.04;1669.00;-0.56;19355636_0;5.10;11.29;tripinfo_56 routing_56;417.00;56;1;3411.70;1.01;0.00;111.86;DEFAULT_VEHTYPE;;3;68.00
2087.00;-19356432_0;56.91;10.24;1679.00;-0.20;19358499#0_1;5.10;10.45;tripinfo_294 routing_294;408.00;294;1;3019.51;0.93;0.00;117.17;DEFAULT_VEHTYPE;;3;63.00
2093.00;19359239#0_0;181.56;10.25;1835.00;-0.10;19358499#0_1;5.10;11.11;tripinfo_315 routing_315;258.00;315;1;2035.96;0.99;0.00;72.64;DEFAULT_VEHTYPE;;3;29.00
2095.00;-19354933_0;349.65;8.74;1902.00;-0.63;19355160#3_0;5.10;9.07;tripinfo_513 routing_513;193.00;513;1;1520.13;0.81;0.00;20.08;DEFAULT_VEHTYPE;;0;0.00
2108.00;-19356224#2_0;161.56;10.69;1810.00;-0.52;-511366397_0;5.10;5.34;tripinfo_201 routing_201;298.00;201;1;2146.88;0.96;0.00;80.05;DEFAULT_VEHTYPE;;2;43.00
2109.00;-19357114#2_0;99.90;12.96;1820.00;-0.63;-511366397_0;5.10;6.60;tripinfo_216 routing_216;289.00;216;1;2233.73;1.19;0.00;106.00;DEFAULT_VEHTYPE;;1;41.00
2119.00;-19351712_0;53.21;9.49;1827.00;-0.45;19355636_0;5.10;10.11;tripinfo_390 routing_390;292.00;390;1;1854.64;0.90;0.00;102.58;DEFAULT_VEHTYPE;;6;54.00
2120.00;-19357057#5_0;92.53;8.11;1775.00;-0.13;-19358499#0_1;5.10;9.11;tripinfo_230 routing_230;345.00;230;1;1702.26;0.82;0.00;158.33;DEFAULT_VEHTYPE;;4;125.00
2129.00;19358038#0_1;302.76;11.20;2004.00;-0.99;-19352285#10_1;5.10;12.40;tripinfo_697 routing_697;125.00;697;1;1197.74;1.11;0.00;27.05;DEFAULT_VEHTYPE;;1;1.00
2130.00;19356025#1_0;443.59;12.13;1684.00;-0.20;-19358499#0_1;5.10;12.98;tripinfo_58 routing_58;446.00;58;1;3389.74;1.16;0.00;184.42;DEFAULT_VEHTYPE;;4;141.00
2131.00;-329995277#2_1;69.27;9.41;1947.00;-0.37;-19351857#5_1;5.10;5.19;tripinfo_608 routing_608;184.00;608;1;1512.07;0.85;0.00;20.23;DEFAULT_VEHTYPE;;0;0.00
2133.00;19353333#2_1;50.87;10.77;1995.00;-0.57;-511366397_0;5.10;5.96;tripinfo_347 routing_347;138.00;347;1;895.85;1.07;0.00;47.14;DEFAULT_VEHTYPE;;1;27.00
2158.00;19357262#0_1;352.45;10.90;1727.00;-0.07;-661061477#0_1;5.10;11.17;tripinfo_453 routing_453;431.00;453;1;4211.38;1.00;0.00;49.96;DEFAULT_VEHTYPE;;1;5.00
2166.00;19357057#4_0;43.74;9.38;1870.00;-0.69;661061477#0_1;5.10;10.45;tripinfo_537 routing_537;296.00;537;1;2794.76;0.94;0.00;25.73;DEFAULT_VEHTYPE;;0;0.00
2182.00;-19355160#0_0;438.84;10.32;1822.00;-0.07;-19353318_0;5.10;10.61;tripinfo_48 routing_48;360.00;48;1;3156.54;0.95;0.00;59.17;DEFAULT_VEHTYPE;;1;20.00
2185.00;-19359987_0;174.26;8.47;1817.00;-0.33;-19355636_0;5.10;9.61;tripinfo_6 routing_6;368.00;6;1;2379.50;0.86;0.00;119.05;DEFAULT_VEHTYPE;;5;81.00
2187.00;-19359987_0;174.26;11.96;1762.00;-0.81;19358499#1_1;5.10;12.67;tripinfo_44 routing_44;425.00;44;1;3608.57;1.13;0.00;139.16;DEFAULT_VEHTYPE;;3;94.00
2193.00;19354933_0;349.65;10.85;1809.00;-0.77;19358499#1_1;5.10;11.57;tripinfo_258 routing_258;384.00;258;1;3399.18;1.03;0.00;88.50;DEFAULT_VEHTYPE;;2;44.00
2196.00;19352285#8_1;7.99;11.90;1950.00;-0.91;19358499#1_1;5.10;12.74;tripinfo_119 routing_119;246.00;119;1;2328.08;1.14;0.00;62.09;DEFAULT_VEHTYPE;;3;22.00
2206.00;-19353961#0_0;58.77;11.43;1840.00;-0.44;19356025#1_0;5.10;12.46;tripinfo_454 routing_454;366.00;454;1;4055.87;1.11;0.00;36.89;DEFAULT_VEHTYPE;;0;0.00
2211.00;-661061477#0_1;330.34;9.56;1763.00;-0.21;-19353318_0;5.10;10.04;tripinfo_32 routing_32;448.00;32;1;3410.69;0.90;0.00;105.33;DEFAULT_VEHTYPE;;3;62.00
2211.00;-19353551#9_1;3.02;11.03;2019.00;-0.88;-19354575#0_0;5.10;13.26;tripinfo_663 routing_663;192.00;663;1;1521.35;1.19;0.00;74.91;DEFAULT_VEHTYPE;;3;42.00
2214.00;-19358927#5_0;51.61;10.02;1641.00;-0.62;19352037_0;5.10;10.70;tripinfo_455 routing_455;573.00;455;1;5528.90;0.96;0.00;50.59;DEFAULT_VEHTYPE;;0;0.00
2217.00;19357539#1_0;239.69;6.81;1847.00;-0.70;19355636_0;5.10;12.75;tripinfo_2 routing_2;370.00;2;1;2851.63;1.14;0.00;143.42;DEFAULT_VEHTYPE;;3;64.00
2221.00;19357114#2_0;100.29;11.04;1954.00;-0.95;-19358499#1_1;5.10;12.32;tripinfo_281 routing_281;267.00;281;1;2124.22;1.10;0.00;94.63;DEFAULT_VEHTYPE;;2;54.00
